AuthorityName,Region,Sector,authority_id,FOISA requests,FOISA closed - unclear,FOISA closed - withdrawn,FOISA fees notice,FOISA - fees paid,FOISA response on time,FOISA response late,FOISA - faliure to respond,FOISA refused - cost,FOISA - vexatious,FOISA - repeated,FOISA - full release,FOISA - none released,FOISA - some released,FOISA - none held ,FOISA - no confirm/deny,EIR requests,EIR closed - unclear ,EIR closed - withdrawn,EIRs fees notice,EIRs - fees paid,EIRs response on time,EIRs response late,EIRs - failure to respond,EIR timescale extended,EIRs refused - cost,EIRs - manifestly unreasonable,EIRs - full release,EIRs - none released ,EIRs - some released,EIRs - none held,EIRs - no confirm/deny,Subject Access Requests,FOISA reviews ,FOISA review - on time,FOISA review - late response,FOISA review - failure to respond,FOISA review - wholly/partially upheld,FOISA review - substituted decision,FOISA review - decision reached ,EIRs reviews,EIRs review - on time,EIRs review - late response ,EIRs review - failure to respond,EIR review - upheld,EIR review - not upheld,Otherwise accessible,Publication Scheme ,Disclosure prohibited: enactment ,Disclosure prohibited: EU obligation,Disclosure prohibited: Contempt of Court,Future publication: 12 weeks,Future publication: programme of research,Substantial prejudice to UK relations ,Formulation/development of government policy,Ministerial communications,Advice by Law Officers,Operation of Ministerial private office,Substantial prejudice to collective responsibility of Scottish Ministers,Substantial inhibition to free and frank provision of advice,Substantial inhibition to free and frank exchange of views,Substantial prejudice to effective conduct of public affairs,National security,Substantial prejudice to defence ,Substantial prejudice to international relations,Confidential information obtained from abroad,Trade secret,Substantial prejudice to commercial interests,Substantial prejudice to the economic interests of the UK,Substantial prejudice to the financial interests of a UK administration,Information held for the purposes of a criminal investigation,Information held for ongoing Fatal Accident Inquiry,Information held regarding cause of death,Information relating to the obtaining of information from confidential sources,Information held for purposes of civil proceedings arising out of investigations,Substantial prejudice to prevention or detection of crime,Substantial prejudice to apprehension or prosecution of offenders,Substantial prejudice to administration of justice,Substantial prejudice to assessment or collection of tax or duty,Substantial prejudice to operation of immigration controls,Substantial prejudice to maintenance of security and good order in prisons,Substantial prejudice to the exercise by a public authority for any of its functions,Substantial prejudice to civil proceedings brought by an authority,Confidentiality of communications,Actionable breach of confidence,Court records,Court records: inquiry or arbitration,Personal data of the applicant,Third party personal data ,Personal census information,Deceased person's health record,Endangerment to health or safety,Environmental information ,Substantial prejudice to audit function,Communications with the Royal Family and honours,Material in course of completion,Internal Communications,Substantial prejudice to international relations public safety etc.,Substantial prejudice to course of justice etc.,Substantial prejudice to intellectual property rights,Substantial prejudice to confidentiality of proceedings,Substantial prejudice to confidentiality of commercial or industrial information ,Substantial prejudice to the interests of a third party,Substantial prejudice to the protection of the environment,Neither confirm nor deny whether environmental information held,Personal data of the applicant,Third party personal data,Neither confirm or deny whether personal data held
Scottish Children's Reporter Administration,National,Others e.g. NDPBs,169,15,0,0,1,0,14,0,0,1,2,1,8,0,1,1,0,0,,,,,,,,1,,,,,,,,62,2,2,0,0,2,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottish Courts and Tribunals Service,National,Non Ministerial Officeholders,170,314,4,5,0,0,236,10,13,42,46,2,81,108,48,46,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,41,22,22,4,1,17,5,0,0,0,0,0,0,0,16,,,,,5,,,1,,,,2,,1,1,,,,,,1,,,,,,,,,,,,,,,,,1,20,,1,15,,,,,,,,,,,,,,,,,,,
Scottish Criminal Cases Review Commission,National,Others e.g. NDPBs,171,24,0,0,0,0,17,1,0,0,0,0,9,2,6,1,0,0,,,,,,,,,,,,,,,,12,3,2,0,0,0,0,1,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottish Dental Practice Board,National,National Health Service,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Enterprise,National,Others e.g. NDPBs,173,68,0,3,0,0,56,7,0,0,0,0,43,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
Scottish Environment Protection Agency,National,Others e.g. NDPBs,174,26,1,0,0,0,34,1,1,0,0,0,13,1,19,3,0,633,15,15,0,0,518,101,79,0,0,0,162,8,377,112,3,6,0,0,0,0,0,0,0,30,21,4,4,14,11,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,587,0,0,15,17,4,14,18,4,32,11,0,0,2,249,3
Scottish Further and Higher Education Funding Council,National,Others e.g. NDPBs,176,14,0,0,0,0,16,1,1,0,0,0,3,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,2,1,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Scottish Information Commissioner,National,Others e.g. NDPBs,177,61,2,3,0,0,58,1,0,1,0,0,8,5,18,24,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,15,7,7,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Law Commission,National,Others e.g. NDPBs,178,3,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Aid Board,National,Others e.g. NDPBs,179,67,0,0,0,0,63,4,0,0,0,0,40,10,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,1,0,2,0,0,0,0,0,0,0,0,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,1,,,,,,,,,,,,,,,,,,,
Scottish Ministers (including most Government Agencies and Non-Ministerial Officeholders),National,Ministers/Parliament,180,3464,15,53,,,2315,378,,156,29,11,1374,305,510,425,2,499,8,4,,,372,69,,,,,184,96,147,,,128,288,161,35,,13,3,6,29,13,9,,,,145,11,3,,2,84,1,27,73,25,,2,8,85,70,34,1,,1,,,36,,2,1,,,,,,,1,,1,,,,39,2,,2,16,231,,,6,,,,19,21,,5,,3,17,4,2,,4,59,
Scottish Natural Heritage,National,Others e.g. NDPBs,181,25,0,0,0,0,18,0,0,0,0,0,13,0,0,2,0,131,0,2,0,0,101,10,0,17,0,4,42,0,65,11,0,2,1,1,0,0,1,0,0,9,7,3,0,5,5,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,123,,,4,4,,4,1,,5,3,17,,1,72,
Scottish Parliament,National,Ministers/Parliament,182,137,0,5,0,0,133,0,0,0,0,0,40,6,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,6,0,0,6,0,0,0,0,0,0,0,0,16,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,
Scottish Prison Service,National,Ministers/Parliament,184,510,5,1,0,0,424,88,16,11,2,7,214,55,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,21,7,1,19,3,6,0,0,0,0,0,0,8,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,4,,,,,,1,4,3,,,,,,,,,,,,,,,,,,,
Scottish Public Services Ombudsman,National,Others e.g. NDPBs,186,85,1,0,0,0,83,1,0,1,0,1,5,53,10,10,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,91,5,6,0,0,4,1,0,1,0,1,0,1,0,7,,53,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,46,2,,2,,,,,,,,,,7,,,,,5,,
Scottish Qualifications Authority,National,Others e.g. NDPBs,187,217,13,0,0,0,187,30,0,1,0,2,89,62,49,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,8,8,0,0,4,4,0,0,0,0,0,0,0,33,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Social Services Council,National,Others e.g. NDPBs,188,33,0,0,0,0,31,1,1,2,0,0,15,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,2,0,0,1,0,1,0,0,0,0,0,0,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,,,,,,,,,,,,,
Scottish Sports Council,National,Others e.g. NDPBs,189,25,0,0,0,0,26,1,1,0,0,0,10,1,13,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,3,0,0,3,0,0,0,0,0,0,0,0,3,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,9,,,,,,,,,,,,,,,,,,,
Scottish Water,National,Others e.g. NDPBs,190,39,0,0,0,0,38,1,0,0,0,1,21,6,11,4,0,672,5,9,1,0,637,13,0,4,2,1,368,147,121,100,6,0,1,1,0,0,1,0,0,17,14,3,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,115,289,8
Shetland Islands Council (including Licensing Board and Transport Partnership),Highland and Islands,Local Government,191,994,13,1,0,0,818,73,47,4,0,1,797,3,54,26,0,14,0,0,0,0,11,4,1,0,0,0,15,0,2,0,0,14,5,2,2,1,3,0,1,0,0,0,0,0,0,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,3,3,,,,3,,,,,,,,,,,,,,,,,,,
Shetland Health Board,Highland and Islands,National Health Service,193,426,1,6,0,0,370,32,41,13,0,0,335,2,21,12,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Ayrshire Council and Licensing Board,Ayrshire,Local Government,194,869,14,3,2,0,748,124,0,9,0,0,694,63,0,22,0,334,2,3,0,0,274,29,0,0,8,0,286,7,0,6,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3,2,1,2,1,4,3,2,0,0,1,1,0
South Lanarkshire College,Strathclyde,Educational Institutions,196,7,0,0,0,0,7,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire Council,Strathclyde,Local Government,197,1186,17,21,1,0,997,173,16,39,3,19,476,345,290,246,13,262,0,0,2,0,218,53,1,0,0,0,118,25,116,88,0,176,22,8,13,0,12,6,2,6,3,3,0,2,4,37,23,0,0,0,11,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,7,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,2,2,0,0,5,96,0,0,0,184,0,0,0,1,0,1,1,1,1,0,1,0,3,41,0
South Lanarkshire Licensing Board,Strathclyde,Local Government,198,4,0,1,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standards Commission for Scotland,National,Others e.g. NDPBs,200,10,0,0,0,0,10,0,0,0,0,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Hospitals Board For Scotland,National,National Health Service,201,268,3,0,0,0,232,21,0,8,0,0,94,3,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,5,0,0,5,0,0,0,0,0,0,0,0,48,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,1,1,,,,,,,,,,,,,,,,
Stirling Council and Licensing Board,Central,Local Government,202,1133,12,3,0,0,993,74,7,15,52,0,526,274,273,245,1,0,0,0,0,0,5,0,0,7,0,0,0,0,0,2,0,110,35,8,13,8,12,9,0,0,0,0,0,0,0,125,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,1,73,0,0,3,2,0,0,0,1,0,2,0,0,0,4,0,0,3,1,0
Strathclyde Partnership for Transport,Strathclyde,Local Government,205,36,0,0,0,0,32,0,0,0,0,0,14,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tay Road Bridge Joint Board,Tayside,Local Government,207,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayside Health Board,Tayside,National Health Service,209,630,9,11,0,0,514,129,12,25,0,6,250,1,360,15,2,9,0,0,0,0,6,2,0,0,0,0,4,1,3,1,0,0,17,17,0,0,9,2,6,0,0,0,0,0,0,52,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,118,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Tayside Valuation Joint Board,Tayside,Local Government,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police Investigations and Review Commissioner,National,Others e.g. NDPBs,212,62,3,1,0,0,56,0,0,0,0,0,24,6,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,7,7,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,7,,,,,4,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,
Scottish Legal Complaints Commission,National,Others e.g. NDPBs,213,17,0,0,0,0,17,0,0,2,0,0,4,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,1,0,0,1,0,0,0,0,0,0,0,0,17,,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
National Library of Scotland,National,Others e.g. NDPBs,215,10,0,0,0,0,10,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of the Highlands and Islands,Highland and Islands,Educational Institutions,216,119,1,0,0,0,113,0,0,2,0,0,70,15,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Aberdeen,Grampian,Educational Institutions,217,386,18,3,0,0,358,10,16,4,1,0,163,13,131,30,0,5,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,61,11,11,0,0,5,2,2,0,0,0,0,0,0,24,,,,,1,,,,,,,,,2,4,,,,,,14,,,,,,,,7,,,,,,,,,2,,,3,40,,1,1,5,,,,1,,,,,,1,,,,,
University of Abertay Dundee,Tayside,Educational Institutions,218,207,0,1,0,0,179,27,0,1,0,0,98,0,60,36,0,5,0,0,0,0,3,2,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
University of Dundee,Tayside,Educational Institutions,219,414,4,4,,,190,227,50,8,,2,210,22,154,27,3,0,,,,,,,,,,,,,,,,37,6,4,2,,5,,1,,,,,,,14,,,,,1,,,,,,,,,,28,,,,,,19,,,,,,,,,,,,,,,,,1,,,,51,,,1,,,,,,,,,,,,,,,,
University of Edinburgh,Lothian and Borders,Educational Institutions,220,731,17,14,1,0,206,300,222,62,1,4,,57,,23,1,3,0,0,0,0,2,4,0,0,1,0,,1,,0,0,65,24,25,0,0,14,2,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Glasgow,Strathclyde,Educational Institutions,221,527,5,1,10,1,184,54,26,8,0,2,80,0,138,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,7,3,0,7,2,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,,,,,,,,,,,,,
University of the West of Scotland,Strathclyde,Educational Institutions,222,240,3,3,2,1,222,10,0,8,0,0,157,15,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,5,0,0,3,2,0,0,0,0,0,0,0,17,,,,,1,,,,,,,,,,2,,,,,,17,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,
University of St Andrews,Fife,Educational Institutions,223,472,17,4,0,0,435,13,0,17,2,6,81,41,268,49,10,13,0,0,0,0,13,0,0,0,0,0,3,1,8,1,0,3,10,9,1,0,10,0,0,0,0,0,0,0,0,14,54,0,0,0,8,0,0,0,0,0,0,0,8,3,26,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,85,0,0,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
University of Stirling,Central,Educational Institutions,224,298,6,4,0,0,262,10,0,3,1,1,231,15,38,5,2,5,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,18,4,4,0,0,3,1,0,0,0,0,0,0,0,,,,,,3,,,,,,,,2,3,11,,,,,,12,,,,,,,,2,2,,,,,,,,2,,,1,18,,,1,,,,,,,,,,1,,,,,,
University of Strathclyde,Strathclyde,Educational Institutions,225,310,4,3,0,0,297,3,0,5,0,0,151,14,121,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,4,0,0,3,1,0,0,0,0,0,0,0,20,,,,,,,,,,,,,,1,8,,,,,,12,,,,,,,,,,,,,,,,,3,,,,27,,,1,,,,,,,,,,,,,,,,
VisitScotland,National,Others e.g. NDPBs,226,20,0,0,0,0,20,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Water Industry Commission for Scotland,National,Others e.g. NDPBs,227,21,0,0,0,0,21,0,0,0,0,0,10,0,1,7,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dunbartonshire Council and Licensing Board,Strathclyde,Local Government,228,1058,13,0,2,0,905,150,0,5,0,0,888,39,21,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,1,0,0,0,0,0,0,0,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Lothian College,Lothian and Borders,Educational Institutions,230,11,0,0,0,0,11,0,0,0,0,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Lothian Council,Lothian and Borders,Local Government,231,1008,0,0,0,0,825,183,0,25,0,0,757,89,155,122,1,56,0,0,0,0,50,6,0,0,0,0,49,0,7,4,0,153,14,11,3,0,8,6,0,0,0,0,0,0,0,26,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Lothian Licensing Board,Lothian and Borders,Local Government,232,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Isles Licensing Board,Highland and Islands,Local Government,233,15,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Isles Health Board,Highland and Islands,National Health Service,234,451,5,2,4,0,336,102,8,1,0,0,306,0,7,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,75,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Road Works Commissioner,National,Others e.g. NDPBs,235,8,0,0,0,0,6,0,0,0,0,0,7,0,4,1,0,34,2,1,0,0,12,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Commission for Human Rights,National,Others e.g. NDPBs,237,16,1,0,0,0,16,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESTRANS,National,Local Government,238,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HITRANS,Highland and Islands,Local Government,239,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SESTRAN,National,Local Government,240,3,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
