AuthorityName,authority_id,Region,Sector,FOISA requests,FOISA closed - unclear,FOISA closed - withdrawn,FOISA fees notice,FOISA - fees paid,FOISA response on time,FOISA response late,FOISA - faliure to respond,FOISA refused - cost,FOISA - vexatious,FOISA - repeated,FOISA - full release,FOISA - none released,FOISA - some released,FOISA - none held ,FOISA - no confirm/deny,EIR requests,EIR closed - unclear ,EIR closed - withdrawn,EIRs fees notice,EIRs - fees paid,EIRs response on time,EIRs response late,EIRs - failure to respond,EIR timescale extended,EIRs refused - cost,EIRs - manifestly unreasonable,EIRs - full release,EIRs - none released ,EIRs - some released,EIRs - none held,EIRs - no confirm/deny,Subject Access Requests,FOISA reviews ,FOISA review - on time,FOISA review - late response,FOISA review - failure to respond,FOISA review - wholly/partially upheld,FOISA review - substituted decision,FOISA review - decision reached ,EIRs reviews,EIRs review - on time,EIRs review - late response ,EIRs review - failure to respond,EIR review - upheld,EIR review - not upheld,Otherwise accessible,Publication Scheme ,Disclosure prohibited: enactment ,Disclosure prohibited: EU obligation,Disclosure prohibited: Contempt of Court,Future publication: 12 weeks,Future publication: programme of research,Substantial prejudice to UK relations ,Formulation/development of government policy,Ministerial communications,Advice by Law Officers,Operation of Ministerial private office,Substantial prejudice to collective responsibility of Scottish Ministers,Substantial inhibition to free and frank provision of advice,Substantial inhibition to free and frank exchange of views,Substantial prejudice to effective conduct of public affairs,National security,Substantial prejudice to defence ,Substantial prejudice to international relations,Confidential information obtained from abroad,Trade secret,Substantial prejudice to commercial interests,Substantial prejudice to the economic interests of the UK,Substantial prejudice to the financial interests of a UK administration,Information held for the purposes of a criminal investigation,Information held for ongoing Fatal Accident Inquiry,Information held regarding cause of death,Information relating to the obtaining of information from confidential sources,Information held for purposes of civil proceedings arising out of investigations,Substantial prejudice to prevention or detection of crime,Substantial prejudice to apprehension or prosecution of offenders,Substantial prejudice to administration of justice,Substantial prejudice to assessment or collection of tax or duty,Substantial prejudice to operation of immigration controls,Substantial prejudice to maintenance of security and good order in prisons,Substantial prejudice to the exercise by a public authority for any of its functions,Substantial prejudice to civil proceedings brought by an authority,Confidentiality of communications,Actionable breach of confidence,Court records,Court records: inquiry or arbitration,Personal data of the applicant,Third party personal data ,Personal census information,Deceased person's health record,Endangerment to health or safety,Environmental information ,Substantial prejudice to audit function,Communications with the Royal Family and honours,Material in course of completion,Internal Communications,Substantial prejudice to international relations public safety etc.,Substantial prejudice to course of justice etc.,Substantial prejudice to intellectual property rights,Substantial prejudice to confidentiality of proceedings,Substantial prejudice to confidentiality of commercial or industrial information ,Substantial prejudice to the interests of a third party,Substantial prejudice to the protection of the environment,Neither confirm nor deny whether environmental information held,Personal data of the applicant,Third party personal data,Neither confirm or deny whether personal data held
Queen Margaret University Edinburgh,151,Lothian and Borders,Educational Institutions,129,1,1,1,0,94,29,0,1,0,0,86,0,26,12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Council,155,Strathclyde,Local Government,582,0,1,0,0,573,9,0,2,0,0,549,17,6,10,0,6,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,42,15,15,0,0,8,7,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Licensing Board,156,Strathclyde,Local Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Valuation Joint Board and Assessor for Renfrewshire Valuation Joint Board,157,Strathclyde,Local Government,7,2,0,0,0,14,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Gordon University,159,Grampian,Educational Institutions,186,0,0,0,0,183,1,0,2,0,0,148,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Conservatoire of Scotland,161,Strathclyde,Educational Institutions,44,0,1,0,0,42,2,0,0,0,0,40,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabhal Mor Ostaig,162,Highland and Islands,Educational Institutions,9,0,0,0,0,8,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Advisory Committee on Distinction Awards,163,National,National Health Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRUC,164,National,Educational Institutions,43,0,0,0,0,43,0,0,1,0,0,36,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Ambulance Service Board,166,National,National Health Service,120,2,2,0,0,100,19,0,2,0,0,93,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Borders Council and Licensing Board,167,Lothian and Borders,Local Government,684,0,10,0,0,615,16,0,5,1,4,393,32,151,124,0,34,0,1,0,0,32,0,0,0,0,0,24,0,6,3,0,28,15,15,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Children's Reporter Administration,169,National,Others e.g. NDPBs,21,0,0,0,0,19,0,0,0,0,0,14,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Courts and Tribunals Service,170,National,Non Ministerial Officeholders,166,1,9,1,0,142,29,0,30,0,0,67,25,41,51,0,0,,,,,,,,,,,,,,,,,5,5,2,0,5,2,0,0,0,0,0,0,0,15,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Criminal Cases Review Commission,171,National,Others e.g. NDPBs,32,0,0,0,0,30,0,0,0,0,0,22,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Dental Practice Board,172,National,National Health Service,6,0,1,0,0,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Enterprise,173,National,Others e.g. NDPBs,68,0,1,0,0,65,2,0,0,0,0,32,3,23,8,1,2,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,13,11,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Scottish Environment Protection Agency,174,National,Others e.g. NDPBs,33,1,0,0,0,30,2,0,0,0,0,10,2,18,4,0,231,14,7,11,3,219,9,0,2,2,1,43,2,147,17,3,18,0,0,0,0,0,0,0,11,7,3,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,1,3,12,0,1,9,3,2,0,9,72,2
Scottish Further and Higher Education Funding Council,176,National,Others e.g. NDPBs,22,1,1,0,0,16,5,0,0,0,0,15,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Information Commissioner,177,National,Others e.g. NDPBs,98,1,10,0,0,98,0,0,0,0,1,19,1,8,63,0,3,1,0,0,0,3,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Scottish Law Commission,178,National,Others e.g. NDPBs,9,0,0,0,0,6,3,0,0,0,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Aid Board,179,National,Others e.g. NDPBs,86,3,0,2,0,84,1,1,2,0,0,43,7,16,11,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,10,10,0,0,9,0,1,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Ministers (including most Government Agencies and Non-Ministerial Officeholders),180,National,Ministers/Parliament,1187,2,2,,,866,321,,43,1,0,547,337,271,132,1,274,0,4,,,217,57,,,4,4,170,59,68,20,0,36,75,48,27,0,51,2,0,20,12,8,0,11,2,0,0,0,0,0,14,1,2,12,0,4,0,0,12,22,15,2,2,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,6,34,0,0,0,0,0,0,2,5,0,1,0,2,2,6,0,0,0,0,0
Scottish Natural Heritage,181,National,Others e.g. NDPBs,34,0,1,0,0,31,0,0,0,0,0,14,1,12,3,0,84,0,0,0,0,86,0,0,2,0,1,29,4,38,12,0,2,0,0,0,0,0,0,0,4,5,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,86,0,0,2,1,0,1,1,0,2,1,5,0,3,29,0
Scottish Parliament,182,National,Ministers/Parliament,117,0,2,0,0,116,1,0,2,0,0,38,1,11,59,0,3,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,2,4,4,0,0,4,0,1,1,1,0,0,1,0,11,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Prison Service,184,National,Ministers/Parliament,412,0,2,0,0,366,22,0,38,0,23,232,15,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Public Services Ombudsman,186,National,Others e.g. NDPBs,60,0,2,0,0,59,1,0,0,0,1,15,28,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,15,15,0,0,13,2,0,0,0,0,0,0,0,8,1,14,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Qualifications Authority,187,National,Others e.g. NDPBs,73,0,0,0,0,74,0,0,2,0,0,51,0,11,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,3,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Social Services Council,188,National,Others e.g. NDPBs,20,0,0,0,0,20,0,0,0,0,0,9,5,5,1,0,0,,,,,,,,,,,,,,,,10,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Sports Council,189,National,Others e.g. NDPBs,22,0,0,0,0,25,1,0,2,0,0,10,1,14,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Water,190,National,Others e.g. NDPBs,57,0,0,0,0,55,2,0,0,0,0,44,5,1,10,0,287,0,3,0,0,279,5,0,2,1,0,243,10,18,18,0,2,2,2,0,0,2,0,0,12,12,0,0,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0
Shetland Islands Council (including Licensing Board and Transport Partnership),191,Highland and Islands,Local Government,513,0,3,0,0,421,50,0,0,0,1,390,4,51,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shetland Health Board,193,Highland and Islands,National Health Service,288,1,4,0,0,231,54,0,0,0,0,236,2,28,15,0,0,,,,,,,,0,0,0,,,,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Ayrshire Council and Licensing Board,194,Ayrshire,Local Government,541,2,2,3,0,498,31,0,3,0,0,366,45,78,17,0,248,2,6,4,0,219,12,0,2,0,0,144,8,54,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire College,196,Strathclyde,Educational Institutions,18,0,0,0,0,17,1,0,0,0,0,13,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire Council,197,Strathclyde,Local Government,797,,,8,,696,101,5,9,1,0,463,121,172,159,0,141,,,12,,124,17,1,,0,0,69,17,41,24,0,89,36,24,12,0,19,8,8,12,9,3,0,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
South Lanarkshire Licensing Board,198,Strathclyde,Local Government,10,0,0,0,0,9,1,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standards Commission for Scotland,200,National,Others e.g. NDPBs,9,0,0,0,0,8,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Hospitals Board For Scotland,201,National,National Health Service,32,0,1,0,0,26,2,0,0,0,0,22,0,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stirling Council and Licensing Board,202,Central,Local Government,787,14,11,0,0,565,189,14,14,0,1,589,84,79,85,0,0,,,,,,,,0,0,0,,,,,,35,26,17,2,2,12,4,3,0,0,0,0,0,0,27,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Strathclyde Partnership for Transport,205,Strathclyde,Local Government,37,1,0,0,0,39,0,0,0,0,0,16,3,19,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0
Tay Road Bridge Joint Board,207,Tayside,Local Government,3,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayside Health Board,209,Tayside,National Health Service,376,2,3,0,0,305,81,0,40,0,1,223,3,140,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,0,2,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,0,54,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayside Valuation Joint Board,210,Tayside,Local Government,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police Investigations and Review Commissioner,212,National,Others e.g. NDPBs,49,0,0,0,0,48,1,0,0,0,0,21,6,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Complaints Commission,213,National,Others e.g. NDPBs,25,0,0,0,0,25,0,0,0,0,0,13,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Library of Scotland,215,National,Others e.g. NDPBs,17,1,1,0,0,12,3,0,0,0,0,14,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of the Highlands and Islands,216,Highland and Islands,Educational Institutions,88,0,0,0,0,85,1,0,0,0,0,60,0,11,14,1,0,,,,,,,,0,0,0,,,,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Aberdeen,217,Grampian,Educational Institutions,188,1,3,0,0,90,40,50,3,0,0,108,5,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Abertay Dundee,218,Tayside,Educational Institutions,131,4,0,0,0,123,7,0,6,0,0,49,3,35,11,1,3,1,,,,2,,0,0,,,1,,1,,,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Dundee,219,Tayside,Educational Institutions,225,1,6,,,219,7,1,4,0,1,126,4,72,19,1,1,,,,,2,,,,,,2,,,,,11,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Edinburgh,220,Lothian and Borders,Educational Institutions,321,5,9,9,8,310,4,0,39,3,10,,12,,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,9,0,0,7,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Glasgow,221,Strathclyde,Educational Institutions,303,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
